full_name,final_score,occupation,city,state,state_id,archive_info,date,dt_indx,winner_flg
Neel Kotra,11550,an environmental engineer and consultant,Gainesville,Florida,FL,J! Archive - Show #7811,7/23/18,3,0
Sharren Lee Gibbs,400,a retired federal employee,Gainesville,Florida,FL,J! Archive - Show #7363,9/21/16,3,0
Mike Dupée,28300,a post-graduate student,Gainesville,Florida,FL,J! Archive - Show #6790,3/7/14,2,1
John Fowle,1000,a landscaper,New Orleans,Louisiana,LA,J! Archive - Show #7922,2/5/19,3,1
Ray Coshow,7000,a landscaper,Sacramento,California,CA,J! Archive - Show #7801,7/9/18,3,1
Courtney Llewellyn,7000,an assistant editor,New Orleans,Louisiana,LA,J! Archive - Show #7827,9/25/18,3,0
Caitlion O'Neill,2,a vegan cheesemaker,New Orleans,Louisiana,LA,J! Archive - Show #7808,7/18/18,3,0
Michael Roy,9201,a controls engineer,New Orleans,Louisiana,LA,J! Archive - Show #7486,3/13/17,3,0
Colin Utley,2,an operations and logistics manager,New Orleans,Louisiana,LA,J! Archive - Show #7432,12/27/16,2,0
Todd Giese,11000,a hotel front desk manager,New Orleans,Louisiana,LA,J! Archive - Show #7271,4/4/16,1,0
Todd Giese,8001,a hotel front desk manager,New Orleans,Louisiana,LA,J! Archive - Show #7270,4/1/16,1,1
Todd Giese,8001,a hotel front desk manager,New Orleans,Louisiana,LA,J! Archive - Show #7270,4/1/16,1,1
Todd Giese,22000,a hotel front desk manager,New Orleans,Louisiana,LA,J! Archive - Show #7269,3/31/16,1,1
Todd Giese,20801,a hotel front desk manager,New Orleans,Louisiana,LA,J! Archive - Show #7268,3/30/16,1,1
Todd Giese,31601,a hotel front desk manager,New Orleans,Louisiana,LA,J! Archive - Show #7267,3/29/16,2,1
Ann Conger,2800,a healthcare analyst,New Orleans,Louisiana,LA,J! Archive - Show #6957,12/9/14,1,1
Ann Conger,7800,a healthcare analyst,New Orleans,Louisiana,LA,J! Archive - Show #6956,12/8/14,1,1
Ann Conger,13999,a healthcare analyst,New Orleans,Louisiana,LA,J! Archive - Show #6950,11/28/14,3,1
Meghan Schulz,31100,an environmental engineer,Bristol,Pennsylvania,PA,J! Archive - Show #7920,2/1/19,1,1
Meghan Schulz,27190,an environmental engineer,Bristol,Pennsylvania,PA,J! Archive - Show #7919,1/31/19,2,1
Brianne Archer,5566,an environmental engineer,Bellflower,California,CA,J! Archive - Show #7118,7/22/15,2,0
Karen Gieger,16800,an accountant and mom,Mobile,Alabama,AL,J! Archive - Show #7920,2/1/19,3,0
Ed Hagar,6999,a director of compensation,Mobile,Alabama,AL,J! Archive - Show #6813,4/9/14,3,0
Joan Dietrich,7500,a Montessori teacher,Sammamish,Washington,WA,J! Archive - Show #7919,1/31/19,1,0
Joan Dietrich,21300,a Montessori teacher,Sammamish,Washington,WA,J! Archive - Show #7918,1/30/19,3,1
Carol Radlo,5900,a family practice physician,Sammamish,Washington,WA,J! Archive - Show #7872,11/27/18,2,0
Niki Peters,13050,a sophomore at the University of California,Boise,Idaho,ID,J! Archive - Show #7235,2/12/16,2,0
Niki Peters,18600,a sophomore at the University of California,Boise,Idaho,ID,J! Archive - Show #7234,2/11/16,2,0
Niki Peters,24900,a sophomore at the University of California,Boise,Idaho,ID,J! Archive - Show #7231,2/8/16,1,1
Niki Peters,24400,a sophomore at the University of California,Boise,Idaho,ID,J! Archive - Show #7230,2/5/16,3,1
Kevin Brown,14000,a senior at Louisiana State University,Boise,Idaho,ID,J! Archive - Show #7227,2/2/16,2,0
Steven Oppenheim,31500,a supply chain analyst,Shaker Heights,Ohio,OH,J! Archive - Show #7916,1/28/19,1,1
Steven Oppenheim,33201,a supply chain analyst,Shaker Heights,Ohio,OH,J! Archive - Show #7915,1/25/19,3,1
Hans Kamm,4199,a supply chain analyst,Fayetteville,Arkansas,AR,J! Archive - Show #7217,1/19/16,1,0
Dan Marsh,8801,a supply chain analyst,Corinth,Mississippi,MS,J! Archive - Show #7349,7/21/16,2,0
Tim Edwards,2399,a paralegal,Tulsa,Oklahoma,OK,J! Archive - Show #7913,1/23/19,3,0
Justin Moody,22399,a paralegal,Durham,North Carolina,NC,J! Archive - Show #7809,7/19/18,2,0
Claire Tuley,8000,a paralegal,Chattanooga,Tennessee,TN,J! Archive - Show #6784,2/27/14,3,0
Thatcher Chonka,28400,a sophomore at the University of Oklahoma,Tulsa,Oklahoma,OK,J! Archive - Show #7742,4/17/18,1,0
Thatcher Chonka,21599,a sophomore at the University of Oklahoma,Tulsa,Oklahoma,OK,J! Archive - Show #7737,4/10/18,1,0
Brandon Barnes,0,a stock analyst,Tulsa,Oklahoma,OK,J! Archive - Show #7360,9/16/16,2,0
Chris Lastrapes,1700,a business developer originally,Tulsa,Oklahoma,OK,J! Archive - Show #7158,10/28/15,2,0
Whitney Thompson,393,a junior at the University of Oklahoma,Tulsa,Oklahoma,OK,J! Archive - Show #6776,2/17/14,3,1
John Presloid,14800,a microbiologist,Perrysburg,Ohio,OH,J! Archive - Show #7912,1/22/19,1,0
John Presloid,25000,a microbiologist,Perrysburg,Ohio,OH,J! Archive - Show #7911,1/21/19,1,1
John Presloid,30000,a microbiologist,Perrysburg,Ohio,OH,J! Archive - Show #7910,1/18/19,1,1
John Presloid,25200,a microbiologist,Perrysburg,Ohio,OH,J! Archive - Show #7909,1/17/19,1,1
John Presloid,12000,a microbiologist,Perrysburg,Ohio,OH,J! Archive - Show #7908,1/16/19,2,1
Lisa Schlitt,15400,a microbiologist,Berwyn,Pennsylvania,PA,J! Archive - Show #7629,11/9/17,2,1
Lisa Schlitt,0,a microbiologist,Berwyn,Pennsylvania,PA,J! Archive - Show #7461,2/6/17,1,0
Lisa Schlitt,26800,a microbiologist,Berwyn,Pennsylvania,PA,J! Archive - Show #7460,2/3/17,1,1
Lisa Schlitt,27300,a microbiologist,Berwyn,Pennsylvania,PA,J! Archive - Show #7459,2/2/17,1,1
Lisa Schlitt,20800,a microbiologist,Berwyn,Pennsylvania,PA,J! Archive - Show #7458,2/1/17,1,1
Lisa Schlitt,21200,a microbiologist,Berwyn,Pennsylvania,PA,J! Archive - Show #7457,1/31/17,1,1
Lisa Schlitt,15400,a microbiologist,Berwyn,Pennsylvania,PA,J! Archive - Show #7456,1/30/17,1,1
Lisa Schlitt,27600,a microbiologist,Berwyn,Pennsylvania,PA,J! Archive - Show #7455,1/27/17,2,1
Sarah Fremgen,16200,a microbiologist,Carrollton,Texas,TX,J! Archive - Show #6854,6/5/14,1,0
Sarah Fremgen,31400,a microbiologist,Carrollton,Texas,TX,J! Archive - Show #6853,6/4/14,1,1
Sarah Fremgen,21000,a microbiologist,Carrollton,Texas,TX,J! Archive - Show #6852,6/3/14,2,1
Megan Logsdon,3300,a wildlife technician,Kernville,California,CA,J! Archive - Show #7910,1/18/19,2,0
Caroline Cawley,11801,a research associate,San Mateo,California,CA,J! Archive - Show #7909,1/17/19,3,0
Jim Coder,3401,a research associate,Bellefonte,Pennsylvania,PA,J! Archive - Show #7324,6/16/16,2,0
Jill Cochran,7799,a retired technical trainer,Huntington,West Virginia,WV,J! Archive - Show #7908,1/16/19,3,0
Kathleen Guess,1087,a children's librarian,Marion,Kentucky,KY,J! Archive - Show #7907,1/15/19,2,0
Jesse Henning,100,a children's librarian,Westerville,Ohio,OH,J! Archive - Show #6899,9/18/14,2,0
Evan Beals,10000,a salesman,Grand Rapids,Michigan,MI,J! Archive - Show #7907,1/15/19,3,0
Brennan Summers,11000,a food truck owner,Grand Rapids,Michigan,MI,J! Archive - Show #7654,12/14/17,3,0
Jessica Holloway,25600,an art education student,The Woodlands,Texas,TX,J! Archive - Show #7904,1/10/19,1,0
Jessica Holloway,28400,an art education student,The Woodlands,Texas,TX,J! Archive - Show #7903,1/9/19,1,1
Jessica Holloway,26001,an art education student,The Woodlands,Texas,TX,J! Archive - Show #7902,1/8/19,2,1
Matt Sokol,100,a gas turbine repair operations manager,The Woodlands,Texas,TX,J! Archive - Show #7558,6/21/17,2,0
Shane Whitlock,7999,a radiologist,Little Rock,Arkansas,AR,J! Archive - Show #6788,3/5/14,3,0
Evan Caris,2599,a student and writer,Decatur,Georgia,GA,J! Archive - Show #7903,1/9/19,3,0
Jenica Jessen,4800,a student and writer,Riverton,Utah,UT,J! Archive - Show #6928,10/29/14,2,0
Jenica Jessen,19200,a student and writer,Riverton,Utah,UT,J! Archive - Show #6927,10/28/14,3,1
Soyia Ellison,19598,a nonprofit communications professional,Decatur,Georgia,GA,J! Archive - Show #7851,10/29/18,2,0
Lilly Chin,800,a robotics Ph.D. student at MIT,Decatur,Georgia,GA,J! Archive - Show #7631,11/13/17,3,0
Lilly Chin,800,a robotics Ph.D. student at MIT,Decatur,Georgia,GA,J! Archive - Show #7631,11/13/17,3,0
Lilly Chin,12000,a robotics Ph.D. student at MIT,Decatur,Georgia,GA,J! Archive - Show #7627,11/7/17,2,0
Lilly Chin,20400,a senior at MIT,Decatur,Georgia,GA,J! Archive - Show #7475,2/24/17,1,1
Lilly Chin,22801,a senior at MIT,Decatur,Georgia,GA,J! Archive - Show #7471,2/20/17,2,1
Lilly Chin,24399,a senior at MIT,Decatur,Georgia,GA,J! Archive - Show #7466,2/13/17,1,1
Claudia Stucke,4999,a former writer and high school English teacher,Decatur,Georgia,GA,J! Archive - Show #7264,3/24/16,1,0
Claudia Stucke,11800,a former writer and high school English teacher,Decatur,Georgia,GA,J! Archive - Show #7263,3/23/16,1,1
Claudia Stucke,18800,a former writer and high school English teacher,Decatur,Georgia,GA,J! Archive - Show #7262,3/22/16,3,1
Steve Stoffle,13599,a leadership trainer,Decatur,Georgia,GA,J! Archive - Show #7261,3/21/16,1,0
Steve Stoffle,17599,a leadership trainer,Decatur,Georgia,GA,J! Archive - Show #7260,3/18/16,2,1
Kay Thanaporn,600,a health care consultant,Decatur,Georgia,GA,J! Archive - Show #6876,7/7/14,1,0
Kay Thanaporn,33199,a health care consultant,Decatur,Georgia,GA,J! Archive - Show #6875,7/4/14,2,1
Jeff Spiess,25950,a hospice physician,Bay Village,Ohio,OH,J! Archive - Show #7902,1/8/19,3,0
Meredith MacVittie,6002,a marketing strategist,Ambler,Pennsylvania,PA,J! Archive - Show #7901,1/7/19,2,1
Jane Longacre,-2000,a pediatrician,Ambler,Pennsylvania,PA,J! Archive - Show #7078,5/27/15,3,0
Eric Dravland,0,a pediatrician,Lenoir,North Carolina,NC,J! Archive - Show #7648,12/6/17,3,0
Carolyn Riegle,7000,a pediatrician,Norfolk,Virginia,VA,J! Archive - Show #7347,7/19/16,3,0
Robert Perez,8000,a proposal manager,Fairfield,Iowa,IA,J! Archive - Show #7900,1/4/19,2,0
Cade Varnado,20200,an English instructor,Richmond,Virginia,VA,J! Archive - Show #7899,1/3/19,3,0
Dhruv Srinivasachar,1,a medical and doctoral student,Richmond,Virginia,VA,J! Archive - Show #7850,10/26/18,1,0
Dhruv Srinivasachar,17600,a medical and doctoral student,Richmond,Virginia,VA,J! Archive - Show #7849,10/25/18,3,1
Pasha Paterson,6650,a senior computer science researcher,Richmond,Virginia,VA,J! Archive - Show #7598,9/27/17,2,0
Sarah Edwards,22601,a museum docent originally,Richmond,Virginia,VA,J! Archive - Show #7281,4/18/16,2,0
Ben Almoite,0,a government and law librarian,Richmond,Virginia,VA,J! Archive - Show #7214,1/14/16,3,0
Nikhil Neelakantan,2999,an operations analyst,Richmond,Virginia,VA,J! Archive - Show #7050,4/17/15,2,0
Brennan Bushee,16800,an operations analyst,Malden,Massachusetts,MA,J! Archive - Show #7096,6/22/15,1,0
Brennan Bushee,24001,an operations analyst,Malden,Massachusetts,MA,J! Archive - Show #7095,6/19/15,1,1
Brennan Bushee,17201,an operations analyst,Malden,Massachusetts,MA,J! Archive - Show #7094,6/18/15,1,1
Brennan Bushee,28000,an operations analyst,Malden,Massachusetts,MA,J! Archive - Show #7093,6/17/15,1,1
Brennan Bushee,30001,an operations analyst,Malden,Massachusetts,MA,J! Archive - Show #7092,6/16/15,1,1
Brennan Bushee,27201,an operations analyst,Malden,Massachusetts,MA,J! Archive - Show #7091,6/15/15,3,1
Jordan Skidmore,400,a chef,Dublin,California,CA,J! Archive - Show #7898,1/2/19,3,0
Greg Seroka,7,a chef,Steamboat Springs,Colorado,CO,J! Archive - Show #7061,5/4/15,1,0
Greg Seroka,29601,a chef,Steamboat Springs,Colorado,CO,J! Archive - Show #7060,5/1/15,1,1
Greg Seroka,17600,a chef,Steamboat Springs,Colorado,CO,J! Archive - Show #7059,4/30/15,1,1
Greg Seroka,25000,a chef,Steamboat Springs,Colorado,CO,J! Archive - Show #7058,4/29/15,1,1
Greg Seroka,28400,a chef,Steamboat Springs,Colorado,CO,J! Archive - Show #7057,4/28/15,1,1
Greg Seroka,19199,a chef,Steamboat Springs,Colorado,CO,J! Archive - Show #7056,4/27/15,1,1
Greg Seroka,35200,a chef,Steamboat Springs,Colorado,CO,J! Archive - Show #7055,4/24/15,1,1
Greg Seroka,25401,a chef,Steamboat Springs,Colorado,CO,J! Archive - Show #7054,4/23/15,3,1
Jan Corsetty,0,a database administrator,North Potomac,Maryland,MD,J! Archive - Show #7896,12/31/18,3,0
Kathryn Kienholz,1,a retired CPA,Milltown,Wisconsin,WI,J! Archive - Show #7895,12/28/18,1,0
Kathryn Kienholz,22000,a retired CPA,Milltown,Wisconsin,WI,J! Archive - Show #7894,12/27/18,3,1
Heath Herel,15000,a ScrumMaster,Niantic,Connecticut,CT,J! Archive - Show #7894,12/27/18,2,0
Susan Donnelly-Kaye,4200,a retired pathologist,Wilmington,Delaware,DE,J! Archive - Show #7833,10/3/18,3,0
Jane Joseph,8600,a bond analyst,Wilmington,Delaware,DE,J! Archive - Show #7509,4/13/17,1,0
Jane Joseph,17402,a bond analyst,Wilmington,Delaware,DE,J! Archive - Show #7508,4/12/17,3,1
Mohan Malhotra,2399,a freshman at NYU,Wilmington,Delaware,DE,J! Archive - Show #7472,2/21/17,2,0
Mohan Malhotra,15600,a freshman at NYU,Wilmington,Delaware,DE,J! Archive - Show #7469,2/16/17,2,1
Sam Stubblefield,20641,a hospital pediatrician,Wilmington,Delaware,DE,J! Archive - Show #7164,11/5/15,1,0
Sam Stubblefield,27601,a hospital pediatrician,Wilmington,Delaware,DE,J! Archive - Show #7163,11/4/15,2,1
Jim Hamilton,3600,a risk manager,Wilmington,Delaware,DE,J! Archive - Show #6919,10/16/14,3,0
Lanier Heyburn,6700,a neuroscientist,Bethesda,Maryland,MD,J! Archive - Show #7892,12/25/18,2,0
Margie Eulner Ott,0,a consultant and rideshare driver,Bethesda,Maryland,MD,J! Archive - Show #7374,10/6/16,1,0
Margie Eulner Ott,34000,a consultant and rideshare driver,Bethesda,Maryland,MD,J! Archive - Show #7373,10/5/16,3,1
Sam Deutsch,17200,a junior at the University of Southern California,Bethesda,Maryland,MD,J! Archive - Show #7235,2/12/16,3,1
Sam Deutsch,22000,a junior at the University of Southern California,Bethesda,Maryland,MD,J! Archive - Show #7234,2/11/16,3,1
Sam Deutsch,14401,a junior at the University of Southern California,Bethesda,Maryland,MD,J! Archive - Show #7228,2/3/16,1,1
Noah Cowan,13000,a freshman at Brown University,Bethesda,Maryland,MD,J! Archive - Show #7230,2/5/16,2,0
Dhruv Gaur,18181,a freshman at Brown University,Gainesville,Georgia,GA,J! Archive - Show #7745,4/20/18,3,1
Dhruv Gaur,9000,a freshman at Brown University,Gainesville,Georgia,GA,J! Archive - Show #7744,4/19/18,3,1
Dhruv Gaur,20000,a freshman at Brown University,Gainesville,Georgia,GA,J! Archive - Show #7743,4/18/18,1,1
Dhruv Gaur,20000,a freshman at Brown University,Gainesville,Georgia,GA,J! Archive - Show #7743,4/18/18,1,1
Dhruv Gaur,23312,a freshman at Brown University,Gainesville,Georgia,GA,J! Archive - Show #7737,4/10/18,2,1
Conor McMahon,24000,a museum curator,Rapid City,South Dakota,SD,J! Archive - Show #7887,12/18/18,2,0
Kathy Haas,2400,a museum curator,Haddonfield,New Jersey,NJ,J! Archive - Show #6855,6/6/14,2,0
Alison Maguire-Powell,0,a middle school band director,Denton,Texas,TX,J! Archive - Show #7482,3/7/17,1,0
Alison Maguire-Powell,23200,a middle school band director,Denton,Texas,TX,J! Archive - Show #7481,3/6/17,2,1
Silvia Lesko,1000,a director of religious education,Denton,Texas,TX,J! Archive - Show #6907,9/30/14,3,0
Alex Cervenak,2800,a historical interpreter,Hamtramck,Michigan,MI,J! Archive - Show #7886,12/17/18,2,0
Noah Link,11111,an organic farmer,Detroit,Michigan,MI,J! Archive - Show #7885,12/14/18,3,0
Greg Seroka,11500,a chef originally,Detroit,Michigan,MI,J! Archive - Show #7167,11/10/15,1,0
Lindsay Townes,6500,a Ph.D. candidate in epidemiology,Detroit,Michigan,MI,J! Archive - Show #7140,10/2/15,3,1
Cyle Anderson,1200,a school service assistant,Detroit,Michigan,MI,J! Archive - Show #6935,11/7/14,2,0
Mary Kate Moriarty,-400,a dentist,Dumfries,Virginia,VA,J! Archive - Show #7884,12/13/18,3,0
Dylan Gaillard,4390,a dentist,Omaha,Nebraska,NE,J! Archive - Show #6847,5/27/14,3,0
Natalie Ballas,3800,a dentist,Tualatin,Oregon,OR,J! Archive - Show #7662,12/26/17,1,0
Natalie Ballas,12400,a dentist,Tualatin,Oregon,OR,J! Archive - Show #7661,12/25/17,2,1
Francesco Caporusso,19500,a technical support analyst,Lititz,Pennsylvania,PA,J! Archive - Show #7882,12/11/18,1,0
Francesco Caporusso,24801,a technical support analyst,Lititz,Pennsylvania,PA,J! Archive - Show #7881,12/10/18,3,1
Swetha Dravida,10200,an M.D.-Ph.D. student,New Haven,Connecticut,CT,J! Archive - Show #7881,12/10/18,2,0
Maria Pecoraro,11000,a teacher and learning support specialist,New Haven,Connecticut,CT,J! Archive - Show #7686,1/29/18,3,0
Liz Miles,4600,a doctoral candidate in anthropology,New Haven,Connecticut,CT,J! Archive - Show #7313,6/1/16,3,0
Wendy Hardenberg,16201,a university librarian,New Haven,Connecticut,CT,J! Archive - Show #6850,5/30/14,3,0
Amy David,2600,a professor of management,Lafayette,Indiana,IN,J! Archive - Show #7878,12/5/18,2,0
Stan Jastrzebski,5200,a broadcast journalist,Lafayette,Indiana,IN,J! Archive - Show #7552,6/13/17,2,0
Emlen Smith,6799,a college professor,Lafayette,Indiana,IN,J! Archive - Show #7493,3/22/17,3,0
Doug Behrend,22900,a college professor,Fayetteville,Arkansas,AR,J! Archive - Show #7266,3/28/16,1,1
Doug Behrend,16401,a college professor,Fayetteville,Arkansas,AR,J! Archive - Show #7265,3/25/16,2,1
Travis Darling,0,a customer service manager,Norman,Oklahoma,OK,J! Archive - Show #6958,12/10/14,3,1
Tracy McCarthy,0,a customer service manager,Vista,California,CA,J! Archive - Show #7120,7/24/15,2,0
Phil Tompkins,3599,a portable restroom service technician,Hammond,Indiana,IN,J! Archive - Show #7874,11/29/18,3,0
Dylan Hamilton,-800,a pediatric dentist,Durham,North Carolina,NC,J! Archive - Show #7873,11/28/18,1,0
Dylan Hamilton,16399,a pediatric dentist,Durham,North Carolina,NC,J! Archive - Show #7872,11/27/18,1,1
Dylan Hamilton,9199,a pediatric dentist,Durham,North Carolina,NC,J! Archive - Show #7871,11/26/18,2,1
Robin Devereux,3599,an art dealer,Durham,North Carolina,NC,J! Archive - Show #7494,3/23/17,2,0
Charles Brower,7500,a senior managing editor,Durham,North Carolina,NC,J! Archive - Show #6935,11/7/14,1,0
Charles Brower,20400,a senior managing editor,Durham,North Carolina,NC,J! Archive - Show #6934,11/6/14,2,1
Bridget Sullivan,1242,a telemetry technician,Butte,Montana,MT,J! Archive - Show #7871,11/26/18,3,0
Mary Ann Borer,16200,a marketing coordinator,Pomona,California,CA,J! Archive - Show #7870,11/23/18,1,0
Mary Ann Borer,18700,a marketing coordinator,Pomona,California,CA,J! Archive - Show #7869,11/22/18,1,1
Mary Ann Borer,14400,a marketing coordinator,Pomona,California,CA,J! Archive - Show #7868,11/21/18,1,1
Mary Ann Borer,15200,a marketing coordinator,Pomona,California,CA,J! Archive - Show #7857,11/6/18,1,1
Mary Ann Borer,38200,a marketing coordinator,Pomona,California,CA,J! Archive - Show #7856,11/5/18,2,1
Jennifer Hoosier,6400,a university administrator,Tucker,Georgia,GA,J! Archive - Show #7870,11/23/18,2,0
Gilbert Collins,13201,a university administrator,Princeton,New Jersey,NJ,J! Archive - Show #7678,1/17/18,1,0
Gilbert Collins,32801,a university administrator,Princeton,New Jersey,NJ,J! Archive - Show #7677,1/16/18,1,1
Gilbert Collins,14801,a university administrator,Princeton,New Jersey,NJ,J! Archive - Show #7676,1/15/18,1,1
Gilbert Collins,13801,a university administrator,Princeton,New Jersey,NJ,J! Archive - Show #7675,1/12/18,1,1
Gilbert Collins,14399,a university administrator,Princeton,New Jersey,NJ,J! Archive - Show #7674,1/11/18,1,1
Gilbert Collins,8399,a university administrator,Princeton,New Jersey,NJ,J! Archive - Show #7673,1/10/18,2,1
